WAGE,FEMALE,YRSEDUC,REGION,MIDWEST,NE,WEST,SOUTH
13.46153831,0,16,3,0,1,0,0
10.61826897,1,12,3,0,1,0,0
16.59230804,0,12,3,0,1,0,0
15.03376102,0,12,3,0,1,0,0
39.23077011,0,16,3,0,1,0,0
6.758241653,1,12,3,0,1,0,0
7.591093063,1,13,3,0,1,0,0
24.35048103,0,13,3,0,1,0,0
13.46153831,0,9,3,0,1,0,0
11,1,9,3,0,1,0,0
11.72500038,1,14,3,0,1,0,0
10,0,14,3,0,1,0,0
10.57692337,0,12,3,0,1,0,0
20.03205109,0,12,3,0,1,0,0
14.02243614,1,14,3,0,1,0,0
16.63965225,0,13,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
10.29526043,1,16,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
17.30288506,0,12,3,0,1,0,0
7.783882618,1,12,3,0,1,0,0
9.15750885,0,12,3,0,1,0,0
18.04029274,1,16,3,0,1,0,0
8.547008514,1,14,3,0,1,0,0
9.294230461,0,12,3,0,1,0,0
18.93509674,0,16,3,0,1,0,0
15.65295124,1,18,3,0,1,0,0
16.82692337,0,14,3,0,1,0,0
7.142857075,0,13,3,0,1,0,0
16.48351669,0,19,3,0,1,0,0
5.288461685,1,13,3,0,1,0,0
10.81730747,0,12,3,0,1,0,0
12.08791256,1,14,3,0,1,0,0
12.96153831,0,13,3,0,1,0,0
12.00923061,0,12,3,0,1,0,0
9.582478523,1,14,3,0,1,0,0
7.33755064,1,12,3,0,1,0,0
15.91346169,0,14,3,0,1,0,0
12.08791256,1,13,3,0,1,0,0
29.23077011,0,19,3,0,1,0,0
22.72727203,0,12,3,0,1,0,0
7.211538315,1,12,3,0,1,0,0
7.692307472,1,16,3,0,1,0,0
14.87422085,1,12,3,0,1,0,0
6.410256386,0,16,3,0,1,0,0
12,0,12,3,0,1,0,0
16.82692337,1,12,3,0,1,0,0
9.440559387,0,13,3,0,1,0,0
15.86538506,0,12,3,0,1,0,0
10.81730747,1,13,3,0,1,0,0
9.134614944,0,12,3,0,1,0,0
13.67521381,0,13,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
10.68376064,0,18,3,0,1,0,0
8.07692337,1,12,3,0,1,0,0
13.46153831,1,12,3,0,1,0,0
13.46153831,0,16,3,0,1,0,0
11.53846169,0,14,3,0,1,0,0
21.15384674,1,14,3,0,1,0,0
10,0,12,3,0,1,0,0
12.05576897,0,12,3,0,1,0,0
12.5,0,12,3,0,1,0,0
23.07692337,0,12,3,0,1,0,0
11.87084484,0,16,3,0,1,0,0
10.83333302,0,14,3,0,1,0,0
14.9572649,1,12,3,0,1,0,0
13.36538506,0,12,3,0,1,0,0
5.473372936,0,12,3,0,1,0,0
3.846153736,1,13,3,0,1,0,0
30.44871712,0,20,3,0,1,0,0
22.48605728,0,14,3,0,1,0,0
38.46154022,0,16,3,0,1,0,0
10.6275301,0,12,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
9.615385056,1,14,3,0,1,0,0
14.42307663,1,13,3,0,1,0,0
9.875259399,1,13,3,0,1,0,0
9.615385056,1,16,3,0,1,0,0
16.02564049,0,13,3,0,1,0,0
26.44230843,1,18,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
11.53846169,1,16,3,0,1,0,0
20.67307663,0,16,3,0,1,0,0
24,1,16,3,0,1,0,0
9.615385056,1,19,3,0,1,0,0
12.54901981,0,12,3,0,1,0,0
7,1,12,3,0,1,0,0
34.61538315,1,16,3,0,1,0,0
6.730769157,0,9,3,0,1,0,0
6.944444656,1,12,3,0,1,0,0
10.09615421,0,12,3,0,1,0,0
15.86538506,0,16,3,0,1,0,0
7.959401608,1,13,3,0,1,0,0
17.30769157,0,14,3,0,1,0,0
26.44230843,1,18,3,0,1,0,0
14.90384579,0,13,3,0,1,0,0
18.26922989,0,16,3,0,1,0,0
15.38461494,1,18,3,0,1,0,0
20.14652061,0,14,3,0,1,0,0
12.5,1,16,3,0,1,0,0
17.54807663,0,12,3,0,1,0,0
16.82692337,0,12,3,0,1,0,0
19.66783142,0,13,3,0,1,0,0
12.23776245,0,10,3,0,1,0,0
17.64422989,0,12,3,0,1,0,0
19.71153831,1,16,3,0,1,0,0
9.615385056,0,12,3,0,1,0,0
4.807692528,1,11,3,0,1,0,0
7.211538315,0,11,3,0,1,0,0
16.1517086,0,18,3,0,1,0,0
17.30769157,1,16,3,0,1,0,0
8.547008514,0,14,3,0,1,0,0
16.34615326,0,16,3,0,1,0,0
20.67307663,1,12,3,0,1,0,0
11.05769253,0,12,3,0,1,0,0
24.21009636,0,12,3,0,1,0,0
12.98076916,0,13,3,0,1,0,0
16.82692337,0,12,3,0,1,0,0
28.84615326,0,20,3,0,1,0,0
16.20164871,1,12,3,0,1,0,0
11.05769253,0,12,3,0,1,0,0
14.42307663,1,14,3,0,1,0,0
8.012820244,0,12,3,0,1,0,0
20.19230843,0,12,3,0,1,0,0
7.932692528,0,12,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
9.245562553,0,16,3,0,1,0,0
10.82259655,1,12,3,0,1,0,0
15.41442299,0,12,3,0,1,0,0
10.65088749,0,16,3,0,1,0,0
27.77777863,1,14,3,0,1,0,0
8.503401756,0,12,3,0,1,0,0
23.55769157,0,12,3,0,1,0,0
5.576922894,1,12,3,0,1,0,0
14.23076916,1,16,3,0,1,0,0
26.55677605,0,13,3,0,1,0,0
25,0,16,3,0,1,0,0
8.413461685,0,6,3,0,1,0,0
19.71153831,0,12,3,0,1,0,0
22.43589783,0,16,3,0,1,0,0
17.78846169,0,12,3,0,1,0,0
21.63461494,0,16,3,0,1,0,0
10,0,13,3,0,1,0,0
4.807692528,1,12,3,0,1,0,0
12.5,1,13,3,0,1,0,0
16.7255249,0,12,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
26.04166603,0,16,3,0,1,0,0
17.58241844,0,16,3,0,1,0,0
13.24786282,1,16,3,0,1,0,0
9.615385056,0,12,3,0,1,0,0
16.34615326,0,12,3,0,1,0,0
12.01923084,1,14,3,0,1,0,0
7.672161102,1,13,3,0,1,0,0
7.692307472,0,12,3,0,1,0,0
9.134614944,1,13,3,0,1,0,0
18.80341911,1,16,3,0,1,0,0
20.67307663,0,16,3,0,1,0,0
32.69230652,0,13,3,0,1,0,0
18.75,0,12,3,0,1,0,0
19.71153831,1,14,3,0,1,0,0
12.01923084,0,11,3,0,1,0,0
16.82692337,0,16,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
5.723443031,0,12,3,0,1,0,0
20.17980766,0,12,3,0,1,0,0
25,0,12,3,0,1,0,0
12.82051277,1,16,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
7.211538315,1,12,3,0,1,0,0
6.009615421,0,12,3,0,1,0,0
6.009615421,1,11,3,0,1,0,0
3.846153736,1,8,3,0,1,0,0
11.07692337,0,14,3,0,1,0,0
15.86538506,1,16,3,0,1,0,0
7.163461685,1,12,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
12.82051277,1,13,3,0,1,0,0
21.4285717,1,18,3,0,1,0,0
12.91208744,0,13,3,0,1,0,0
7.518367291,1,16,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
20.19230843,0,12,3,0,1,0,0
8.653845787,1,12,3,0,1,0,0
7.932692528,0,12,3,0,1,0,0
15.38461494,0,18,3,0,1,0,0
22.59615326,0,13,3,0,1,0,0
26.44230843,0,16,3,0,1,0,0
17.5,0,14,3,0,1,0,0
7.211538315,1,12,3,0,1,0,0
6.730769157,0,12,3,0,1,0,0
7.211538315,1,12,3,0,1,0,0
13.46153831,1,16,3,0,1,0,0
18.26922989,0,12,3,0,1,0,0
6.25,1,8,3,0,1,0,0
16.82692337,0,12,3,0,1,0,0
12.82051277,1,12,3,0,1,0,0
16.5,0,16,3,0,1,0,0
16.05692291,1,16,3,0,1,0,0
13.39656925,1,11,3,0,1,0,0
18.30769157,1,16,3,0,1,0,0
21.36752129,0,16,3,0,1,0,0
5.208333492,0,9,3,0,1,0,0
9.615385056,0,12,3,0,1,0,0
34.61538315,0,20,3,0,1,0,0
9.398077011,0,12,3,0,1,0,0
17.78846169,0,12,3,0,1,0,0
18.26922989,1,12,3,0,1,0,0
11.21794891,0,12,3,0,1,0,0
7.211538315,1,12,3,0,1,0,0
7.961538315,0,13,3,0,1,0,0
9.080769539,0,12,3,0,1,0,0
28.84615326,0,16,3,0,1,0,0
7.692307472,1,14,3,0,1,0,0
22.83653831,0,12,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
21.63461494,1,13,3,0,1,0,0
5.882352829,1,12,3,0,1,0,0
10.67307663,0,13,3,0,1,0,0
9.615385056,1,14,3,0,1,0,0
12.82051277,0,12,3,0,1,0,0
18.26922989,1,12,3,0,1,0,0
4.326922894,0,12,3,0,1,0,0
12.01923084,1,14,3,0,1,0,0
16.34615326,1,16,3,0,1,0,0
27.77777863,0,16,3,0,1,0,0
4.807692528,1,16,3,0,1,0,0
13.46153831,0,12,3,0,1,0,0
20.12384605,1,14,3,0,1,0,0
21.53846169,0,16,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
13.70192337,0,12,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
26.15384674,1,18,3,0,1,0,0
9.615385056,1,13,3,0,1,0,0
2.670940161,1,13,3,0,1,0,0
9.615385056,0,12,3,0,1,0,0
10.07326031,1,14,3,0,1,0,0
15.71594524,0,14,3,0,1,0,0
10.96538448,0,12,3,0,1,0,0
13.94230747,1,12,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
14.90384579,1,16,3,0,1,0,0
10.09615421,1,12,3,0,1,0,0
6.580729008,0,12,3,0,1,0,0
18.75,1,13,3,0,1,0,0
10.16250038,1,14,3,0,1,0,0
14.52991486,0,16,3,0,1,0,0
45.19230652,0,13,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
7.692307472,1,12,3,0,1,0,0
25,1,18,3,0,1,0,0
24.72527504,1,19,3,0,1,0,0
16.82692337,0,16,3,0,1,0,0
14.90384579,0,16,3,0,1,0,0
29.05982971,0,16,3,0,1,0,0
14.42307663,1,16,3,0,1,0,0
15.14423084,1,18,3,0,1,0,0
16.25457954,0,13,3,0,1,0,0
19.23077011,0,13,3,0,1,0,0
14.04807663,0,18,3,0,1,0,0
23.84615326,0,16,3,0,1,0,0
8.125,1,16,3,0,1,0,0
15.38461494,1,12,3,0,1,0,0
4.9145298,1,12,3,0,1,0,0
26.92307663,0,18,3,0,1,0,0
11.05769253,1,16,3,0,1,0,0
22.11538506,1,12,3,0,1,0,0
10.57692337,0,13,3,0,1,0,0
7.518796921,1,12,3,0,1,0,0
26.92307663,0,13,3,0,1,0,0
2.799999952,0,14,3,0,1,0,0
9.375,1,13,3,0,1,0,0
12.5,0,12,3,0,1,0,0
21.63461494,0,14,3,0,1,0,0
11.05769253,1,16,3,0,1,0,0
9.065934181,0,12,3,0,1,0,0
7.692307472,0,13,3,0,1,0,0
7.692307472,1,12,3,0,1,0,0
19.05982971,1,20,3,0,1,0,0
7.735577106,0,12,3,0,1,0,0
16.10577011,1,12,3,0,1,0,0
10.57692337,1,12,3,0,1,0,0
12.69999981,0,13,3,0,1,0,0
14.42307663,0,13,3,0,1,0,0
23.07692337,0,16,3,0,1,0,0
13.91162014,0,12,3,0,1,0,0
11.21794891,1,12,3,0,1,0,0
12.08791256,0,18,3,0,1,0,0
25.38461494,0,12,3,0,1,0,0
7.692307472,0,13,3,0,1,0,0
7.384615421,0,18,3,0,1,0,0
2.723311663,0,12,3,0,1,0,0
9.615385056,0,12,3,0,1,0,0
21.63461494,0,12,3,0,1,0,0
20,0,16,3,0,1,0,0
13.46153831,1,16,3,0,1,0,0
17.77777863,0,12,3,0,1,0,0
18.26922989,0,13,3,0,1,0,0
14.61923122,0,14,3,0,1,0,0
8.675569534,0,16,3,0,1,0,0
27.2133522,1,16,3,0,1,0,0
14.90384579,0,16,3,0,1,0,0
19.71153831,1,18,3,0,1,0,0
18.26922989,0,20,3,0,1,0,0
18.46153831,1,16,3,0,1,0,0
16.79999924,0,16,3,0,1,0,0
23.36538506,0,14,3,0,1,0,0
9.134614944,0,12,3,0,1,0,0
6.730769157,0,9,3,0,1,0,0
21.15384674,0,14,3,0,1,0,0
13.94230747,0,12,3,0,1,0,0
11.05769253,1,12,3,0,1,0,0
18.83012772,0,12,3,0,1,0,0
5.769230843,1,16,3,0,1,0,0
14.9572649,0,14,3,0,1,0,0
10.22067261,1,16,3,0,1,0,0
9.41915226,1,12,3,0,1,0,0
12.01923084,1,12,3,0,1,0,0
17.78846169,1,13,3,0,1,0,0
7.085020065,0,12,3,0,1,0,0
11.18067932,0,16,3,0,1,0,0
11,0,12,3,0,1,0,0
6.578947544,1,12,3,0,1,0,0
26.44230843,0,12,3,0,1,0,0
15.14423084,1,12,3,0,1,0,0
28.84615326,0,12,3,0,1,0,0
8.603239059,1,14,3,0,1,0,0
12.14278889,0,12,3,0,1,0,0
7.5,1,14,3,0,1,0,0
9.572649956,1,18,3,0,1,0,0
13.51351357,1,12,3,0,1,0,0
12.01923084,0,14,3,0,1,0,0
13.46153831,1,12,3,0,1,0,0
11.2293272,0,12,3,0,1,0,0
13.67521381,1,13,3,0,1,0,0
24.03846169,1,18,3,0,1,0,0
20.76922989,0,13,3,0,1,0,0
4.807692528,1,13,3,0,1,0,0
25,1,16,3,0,1,0,0
6.730769157,0,12,3,0,1,0,0
12.01923084,1,12,3,0,1,0,0
21.63461494,0,12,3,0,1,0,0
13.18681335,1,14,3,0,1,0,0
20.19230843,0,12,3,0,1,0,0
16.88034248,1,18,3,0,1,0,0
12.82051277,0,12,3,0,1,0,0
25,0,12,3,0,1,0,0
7.540485859,1,13,3,0,1,0,0
20.83333397,0,12,3,0,1,0,0
16.82692337,0,12,3,0,1,0,0
15.79670334,1,14,3,0,1,0,0
16.16300392,0,14,3,0,1,0,0
23.84615326,0,16,3,0,1,0,0
25,1,16,3,0,1,0,0
9.134614944,0,8,3,0,1,0,0
20.19230843,1,14,3,0,1,0,0
32.05128098,0,14,3,0,1,0,0
29.9145298,1,16,3,0,1,0,0
8.012820244,0,20,3,0,1,0,0
7.836538315,1,12,3,0,1,0,0
9.017093658,0,14,3,0,1,0,0
23.90109825,0,12,3,0,1,0,0
10.93799973,1,18,3,0,1,0,0
13.56837654,0,16,3,0,1,0,0
37.06293869,0,13,3,0,1,0,0
16.66666603,0,12,3,0,1,0,0
24.72527504,1,16,3,0,1,0,0
19.71153831,0,18,3,0,1,0,0
7.211538315,0,10,3,0,1,0,0
8.241758347,0,12,3,0,1,0,0
25.96153831,0,14,3,0,1,0,0
24.03846169,1,18,3,0,1,0,0
10.7334528,0,12,3,0,1,0,0
25.52596092,0,20,3,0,1,0,0
14.33566475,1,18,3,0,1,0,0
11.53846169,1,16,3,0,1,0,0
11.05769253,0,16,3,0,1,0,0
16.82692337,1,13,3,0,1,0,0
22.22222137,0,12,3,0,1,0,0
25.64102554,0,16,3,0,1,0,0
11.53846169,1,16,3,0,1,0,0
15.38461494,0,10,3,0,1,0,0
38.46154022,0,18,3,0,1,0,0
8.17307663,1,12,3,0,1,0,0
18.75,1,10,3,0,1,0,0
26.38640404,0,13,3,0,1,0,0
19.23077011,0,20,3,0,1,0,0
14.56043911,1,18,3,0,1,0,0
38.46154022,0,16,3,0,1,0,0
35.57692337,1,16,3,0,1,0,0
31.13553047,0,16,3,0,1,0,0
38.3841362,0,13,3,0,1,0,0
12.01923084,0,14,3,0,1,0,0
42.73504257,1,16,3,0,1,0,0
22.43589783,0,13,3,0,1,0,0
3.846153736,1,12,3,0,1,0,0
25.48077011,0,16,3,0,1,0,0
6.555943966,0,12,3,0,1,0,0
7.384615421,0,12,3,0,1,0,0
44.44444275,0,16,3,0,1,0,0
19.23077011,1,14,3,0,1,0,0
32.05128098,0,16,3,0,1,0,0
11.13846111,0,13,3,0,1,0,0
25,1,16,3,0,1,0,0
24.72527504,0,14,3,0,1,0,0
4.807692528,1,12,3,0,1,0,0
17.94871712,1,16,3,0,1,0,0
12.82051277,0,12,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
24.03846169,0,14,3,0,1,0,0
21.36752129,0,12,3,0,1,0,0
8.653845787,0,12,3,0,1,0,0
8.653845787,1,12,3,0,1,0,0
11.11111069,1,9,3,0,1,0,0
13.88888931,0,12,3,0,1,0,0
15.38461494,0,13,3,0,1,0,0
11.53846169,1,13,3,0,1,0,0
15.86538506,0,12,3,0,1,0,0
10.78431416,1,19,3,0,1,0,0
14.10256386,0,12,3,0,1,0,0
26.92307663,0,18,3,0,1,0,0
7.692307472,1,12,3,0,1,0,0
11.53846169,1,12,3,0,1,0,0
24.78632545,1,13,3,0,1,0,0
19.61538506,0,18,3,0,1,0,0
5.288461685,0,13,3,0,1,0,0
11.05769253,0,16,3,0,1,0,0
31.73077011,0,18,3,0,1,0,0
13.46153831,1,14,3,0,1,0,0
21.63461494,0,14,3,0,1,0,0
22.59615326,0,12,3,0,1,0,0
31.25,0,13,3,0,1,0,0
13.94230747,0,12,3,0,1,0,0
13.6217947,1,13,3,0,1,0,0
10.28622532,0,12,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
14.42307663,0,13,3,0,1,0,0
17.62820435,0,16,3,0,1,0,0
21.36752129,0,16,3,0,1,0,0
23.50427437,0,18,3,0,1,0,0
21.15384674,1,16,3,0,1,0,0
24.50980377,0,20,3,0,1,0,0
14.52991486,1,18,3,0,1,0,0
23.07692337,1,16,3,0,1,0,0
5.625,0,14,3,0,1,0,0
14.52991486,0,13,3,0,1,0,0
12.82051277,1,12,3,0,1,0,0
13.09523773,1,18,3,0,1,0,0
48.07692337,0,16,3,0,1,0,0
15.38461494,0,16,3,0,1,0,0
19.6581192,0,12,3,0,1,0,0
17.30769157,1,13,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
26.92307663,0,12,3,0,1,0,0
21.36752129,1,18,3,0,1,0,0
24.78632545,0,16,3,0,1,0,0
30.76922989,0,13,3,0,1,0,0
24.03846169,0,14,3,0,1,0,0
8.653845787,1,12,3,0,1,0,0
10.5730772,1,14,3,0,1,0,0
18.80341911,0,13,3,0,1,0,0
25.96153831,0,14,3,0,1,0,0
27.72808647,1,18,3,0,1,0,0
33.65384674,0,16,3,0,1,0,0
17.30769157,1,13,3,0,1,0,0
30.28846169,0,10,3,0,1,0,0
12.01923084,1,12,3,0,1,0,0
31.25,1,16,3,0,1,0,0
6.25,0,12,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
14.90384579,1,12,3,0,1,0,0
13.24786282,0,16,3,0,1,0,0
8.547008514,0,16,3,0,1,0,0
10.2564106,0,11,3,0,1,0,0
11.53846169,0,12,3,0,1,0,0
21.63461494,1,13,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
16.67307663,1,18,3,0,1,0,0
4.807692528,0,8,3,0,1,0,0
20.0854702,0,12,3,0,1,0,0
37.06293869,0,13,3,0,1,0,0
6.764705658,0,13,3,0,1,0,0
8.653845787,0,13,3,0,1,0,0
9.762499809,1,14,3,0,1,0,0
15,1,12,3,0,1,0,0
28.84615326,0,18,3,0,1,0,0
15.29720306,1,14,3,0,1,0,0
29.76190567,0,16,3,0,1,0,0
13.73626328,0,12,3,0,1,0,0
15.38461494,0,16,3,0,1,0,0
15.86538506,1,16,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
13.46153831,1,16,3,0,1,0,0
26.44230843,0,14,3,0,1,0,0
10.41666698,1,12,3,0,1,0,0
12.97153854,0,13,3,0,1,0,0
16.82692337,0,8,3,0,1,0,0
10.10000038,1,12,3,0,1,0,0
21.36752129,0,12,3,0,1,0,0
25.24038506,0,14,3,0,1,0,0
13.46153831,1,13,3,0,1,0,0
25.48077011,1,18,3,0,1,0,0
24.03846169,0,14,3,0,1,0,0
14.42307663,1,12,3,0,1,0,0
10.98290634,1,14,3,0,1,0,0
21.63461494,0,12,3,0,1,0,0
21.15384674,1,18,3,0,1,0,0
25,0,16,3,0,1,0,0
16.66666603,0,12,3,0,1,0,0
27.47252655,1,12,3,0,1,0,0
14.9572649,0,12,3,0,1,0,0
18.09090996,0,13,3,0,1,0,0
16.82692337,0,14,3,0,1,0,0
23.07692337,1,16,3,0,1,0,0
22.64957237,1,18,3,0,1,0,0
25.38461494,0,16,3,0,1,0,0
13.84615421,0,12,3,0,1,0,0
11.77884579,1,14,3,0,1,0,0
15.38461494,1,16,3,0,1,0,0
9.615385056,0,13,3,0,1,0,0
12.98076916,1,12,3,0,1,0,0
22.83653831,0,12,3,0,1,0,0
11.11111069,1,18,3,0,1,0,0
8.653845787,0,12,3,0,1,0,0
9.090909004,0,20,3,0,1,0,0
4.847756386,1,12,3,0,1,0,0
7.612179279,0,12,3,0,1,0,0
6.923077106,1,12,3,0,1,0,0
17.5,0,16,3,0,1,0,0
15,0,12,3,0,1,0,0
14.42307663,1,12,3,0,1,0,0
21.15384674,0,9,3,0,1,0,0
18.80341911,1,13,3,0,1,0,0
21.88461494,0,12,3,0,1,0,0
17.34923172,1,14,3,0,1,0,0
11.77884579,1,13,3,0,1,0,0
26.44230843,0,13,3,0,1,0,0
16.82692337,0,10,3,0,1,0,0
10.09615421,1,16,3,0,1,0,0
33.65384674,0,12,3,0,1,0,0
14.66439915,0,16,3,0,1,0,0
13.92353439,1,18,3,0,1,0,0
8.653845787,0,11,3,0,1,0,0
6.153846264,0,12,3,0,1,0,0
37.61904907,0,12,3,0,1,0,0
13.63636398,0,13,3,0,1,0,0
15.22435856,0,16,3,0,1,0,0
3.02197814,1,13,3,0,1,0,0
27.62342644,0,13,3,0,1,0,0
19.7368412,1,13,3,0,1,0,0
9.134614944,1,16,3,0,1,0,0
17.09401703,0,12,3,0,1,0,0
11.96581173,1,14,3,0,1,0,0
13.73626328,0,19,3,0,1,0,0
13.98351669,1,14,3,0,1,0,0
9.467455864,0,12,3,0,1,0,0
8,0,10,3,0,1,0,0
6.346153736,0,9,3,0,1,0,0
16.23931694,0,12,3,0,1,0,0
12.96958828,1,12,3,0,1,0,0
16.37044525,0,16,3,0,1,0,0
12.08125019,1,14,3,0,1,0,0
23.07692337,0,16,3,0,1,0,0
19.61538506,0,14,3,0,1,0,0
25,0,16,3,0,1,0,0
25.64102554,0,13,3,0,1,0,0
17.09401703,0,14,3,0,1,0,0
7.142857075,1,14,3,0,1,0,0
12.5,0,12,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
7.211538315,0,12,3,0,1,0,0
9.840865135,0,12,3,0,1,0,0
16.23931694,0,16,3,0,1,0,0
31.25,0,12,3,0,1,0,0
24.54453468,0,18,3,0,1,0,0
14.42307663,1,12,3,0,1,0,0
14.59477997,0,12,3,0,1,0,0
10.92657375,0,13,3,0,1,0,0
26.7857151,0,12,3,0,1,0,0
6.100708485,1,13,3,0,1,0,0
17.30769157,1,14,3,0,1,0,0
12.65625,0,11,3,0,1,0,0
16.23931694,1,18,3,0,1,0,0
13.67521381,1,13,3,0,1,0,0
19.23077011,0,13,3,0,1,0,0
6.593406677,0,12,3,0,1,0,0
16.48351669,0,18,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
14.42307663,1,12,3,0,1,0,0
8.136095047,0,8,3,0,1,0,0
19.23077011,0,19,3,0,1,0,0
11.64182663,1,13,3,0,1,0,0
6.868131638,0,11,3,0,1,0,0
17.1875,0,12,3,0,1,0,0
39.61538315,0,18,3,0,1,0,0
24.03846169,0,14,3,0,1,0,0
26.44230843,0,12,3,0,1,0,0
17.30769157,1,14,3,0,1,0,0
8.041957855,0,14,3,0,1,0,0
5.944056034,1,12,3,0,1,0,0
12.01923084,1,16,3,0,1,0,0
16.49572563,0,16,3,0,1,0,0
10,1,13,3,0,1,0,0
10.81499958,0,13,3,0,1,0,0
20.10913467,1,14,3,0,1,0,0
13.46153831,1,12,3,0,1,0,0
12.5,1,13,3,0,1,0,0
11.5,0,14,3,0,1,0,0
12.30769253,0,16,3,0,1,0,0
12.01923084,1,12,3,0,1,0,0
7.692307472,0,12,3,0,1,0,0
9.615385056,0,16,3,0,1,0,0
15,0,18,3,0,1,0,0
12.248106,0,18,3,0,1,0,0
9.615385056,1,14,3,0,1,0,0
6.25,0,12,3,0,1,0,0
9.615385056,1,13,3,0,1,0,0
9.134614944,1,12,3,0,1,0,0
